"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"550",0,0,0,0,0,0,0,0,0,0
"551",2,1,0,2,0,2,0,0,3,0
"552",0,0,0,0,0,1,0,0,1,0
"553",0,0,0,0,0,0,0,0,0,0
"554",0,0,0,0,0,0,0,0,0,0
"555",1,1,0,0,1,0,1,1,1,1
"556",0,0,0,0,1,0,0,0,0,1
"557",1,1,1,1,0,1,0,0,1,1
"558",0,0,0,0,0,0,1,0,0,0
"559",0,0,0,0,0,0,0,1,0,1
"560",1,1,0,1,0,1,0,0,2,0
"561",0,1,0,0,2,1,1,2,1,2
"562",0,0,0,0,0,0,1,0,0,0
"563",1,1,0,0,1,0,0,1,0,2
"564",1,1,0,0,1,0,0,1,0,2
"565",0,0,0,0,0,1,0,0,1,0
"566",0,1,0,0,1,0,0,2,1,2
"567",0,1,0,0,0,0,0,0,1,1
"568",0,0,0,0,0,0,0,0,0,1
"569",0,0,0,1,1,0,1,0,0,1
"570",0,1,0,0,2,0,0,2,0,2
"571",0,2,0,0,0,1,0,0,2,1
"572",0,0,0,0,0,0,0,2,0,0
"573",0,0,0,0,0,0,0,0,0,0
"574",0,0,0,1,1,0,0,0,1,1
"575",0,0,0,1,1,0,0,0,1,1
"576",0,0,0,0,0,0,0,0,0,0
"577",0,0,0,0,0,0,0,0,0,0
"578",0,0,0,0,0,0,0,0,0,0
"579",0,1,0,0,0,0,0,0,0,0
"580",0,1,0,0,1,0,0,1,0,1
"581",0,0,0,0,1,0,0,0,0,1
"582",0,0,0,0,0,0,0,0,0,0
"583",0,0,0,0,0,0,0,0,0,0
"584",0,0,0,0,0,0,0,1,0,1
"585",0,1,0,0,1,0,1,1,0,1
"586",0,0,0,0,0,0,0,1,0,1
"587",0,1,0,1,0,0,0,0,0,0
"588",0,0,0,0,0,1,0,0,1,0
"589",0,0,0,0,0,0,0,0,0,0
"590",0,2,0,0,2,1,0,2,0,2
"591",0,1,0,0,0,0,0,1,0,3
"592",0,1,0,0,0,0,0,0,1,1
"593",0,0,0,0,0,0,0,0,0,0
"594",0,0,0,0,0,1,0,0,1,0
"595",0,0,0,0,0,0,0,0,0,0
"596",0,0,0,0,0,0,0,0,0,1
